00A695A8	Michael	迈克尔
00AD6138	Asked to load saved skins	请加载已保存皮肤
00AD61E0	Vehicle row found	找到车辆行
00AD61F8	Failed to fetch saved vehicles	未能获取已保存的车辆
00AD6248	Failed to fetch saved vehicle mods	未能获取已保存车辆模型
00AD62A8	Failed to fetch saved vehicle extras	未能获取已保存的车辆数据
00AD62D0	Failed to delete saved vehicle	未能删除已保存的车辆
00AD6318	Done loading saved vehicles	已完成加载保存车辆
00AD6368	Failed to rename saved vehicle	未能重命名已保存车辆
00AD63B8	Failed to delete saved skin	未能删除已保存皮肤
00AD6440	Failed to delete saved vehicle extras	未能删除已保存的车辆数据
00AD64A0	Failed to rename saved skin	未能重命名已保皮肤
00AD64F8	Failed to delete saved skin components	未能删除已保存的皮肤组件
00AD6548	Failed to delete saved vehicle mods	未能删除已保存车辆模型
00AD65C8	Failed to delete saved skin props	未能删除已保存皮肤道具
00AD6620	Failed to delete saved prop instances	未能删除已保存的道具实例
00AD6670	Failed to delete saved propset	未能删除保存道具设置
00AD66A8	Prop row found	找到道具
00AD66B8	Asked to load saved prop instances	请求加载已保存道具实例
00AD67A0	Failed to fetch saved props	未能获取已保存道具
00AD67C0	Asked to load saved prop sets	请加载已保道具设置
00AD67E0	Failed to fetch saved prop sets	未获取已保存道具设置
00AD6860	Prop set found	找到设置
00AD6870	Prop instance save failed	道具实例保存失败
00AD6890	Prop instance save failed (finalise)	道具实例保存失败 (最终化)
00AD68B8	Prop set save failed	道具保存失败
00AD6978	Prop instance save OK	道具保存成功了
00AD69D0	Failed to delete tracked vehicle mods	未能删除已跟踪车辆的模型
00AD6A28	Failed to delete tracked vehicle extras	未能删除已跟踪车辆附加数据
00AD6A78	Failed to fetch tracked vehicle extras	未获取已跟踪车辆附加数据
00AD6AD0	Failed to delete tracked vehicle	未能删除已跟踪的车辆
00AD6B30	Asked to load tracked vehicles	请求加载已跟踪的车辆
00AD6B78	Failed to fetch tracked vehicle mods	未能获取已跟踪车辆的模型
00AD6BA0	Done loading tracked vehicles	已完成加载跟踪车辆
00AD6BC0	Failed to fetch tracked vehicles	未能获取已跟踪的车辆
00AD70F4	Column	圆柱
00AD73C0	Clear	晴朗
00ADCFE8	Title Text	标题文
00ADD018	Item Box	项目框
00ADD028	Active Item Text	选中项目文
00ADD040	Title Box	标题框
00ADD050	Item Text	项目文
00ADD060	Unlocked List Item	未选定功能文
00ADD078	Filled Wanted Star	实心/通缉星
00ADD090	Active Item Box	选中项目框
00ADD0A0	Locked List Item	选定功能文
00ADD0B8	Preview Image Borders	车辆预览图边框
00ADD0D0	Empty Wanted Star	空心/通缉星
00ADD0E8	Symbol When Sub-Menu Exists	项目右边的箭头符号
00ADD148	Cash removed	现金减少了
00ADD158	Cash added	现金增加了
00ADD200	Primary & Secondary	主色调/副色调
00ADD218	Secondary	副色调
00ADD228	Primary	主色
00ADD230	Dash	仪表
00ADD238	Interior	内饰
00ADD244	Wheels	车轮
00ADD250	Pearlescent	珠光调
00ADD25C	Metals	金属质感
00ADD264	Matte	哑光
00ADD270	Metallic	金属
00ADD280	Classic	经典
00ADD288	Custom	自定义
00ADD290	Index	颜色
00ADD298	Worn	磨砂
00ADD2A0	Util	纯色
00ADD2A8	Fully Faded	全褪色
00ADD2B8	% Faded	%褪色
00ADD2C0	Fresh Paint	新漆
00ADD2D0	Paint fade is only applicable to certain vehicles	漆面褪色效果,仅适用于特定类型车辆
00ADD308	Fully Dirty	完全脏
00ADD318	% Dirty	% 脏
00ADD320	Clean	清洁车
00ADD328	Paint Fade	漆褪色
00ADD338	Saved Colour 	新的颜色
00ADD348	Liveries	涂装
00ADD358	Livery #	编号 #
00ADD368	Dirt Level	污垢级
00ADD378	Create New Colour Set	创建新颜色设置
00ADD390	Apply	应用
00ADD398	Saved colour	颜色已保存
00ADD3A8	Enter vehicle colours save name:	输入车辆颜色保存名称: 
00ADD3D0	Random Colour	sui ji yan se
00ADD3E0	Randomize	随机化
00ADD3F0	Randomize Colours	启用随机颜色
00ADD408	Saved Colour Sets	bao cun de yan se
00ADD420	Choose Paint Type	you qi  lei xing
00ADD438	Choose Which Part To Paint	xuan  ze  pen  qi  bu  fen
00ADD458	Saved Colours	保存的颜色
00ADD468	Liveries (	涂装 (
00ADD550	No Regeneration	不恢复血量
00ADD580	Wanted Level Frozen	通缉等级 冻结
00ADD598	Invincibility OFF	无敌 已启用
00ADD5B0	Invincibility ON	无敌 已关闭
00ADD638	Wanted Level Unfrozen	通缉等级 解冻
00ADD660	Hold 'Jump' to use your force.	按住空格使用你的力量
00ADD680	~HUD_COLOUR_MENU_YELLOW~ENT ~HUD_COLOUR_WHITE~is not for use online	~HUD_COLOUR_MENU_YELLOW~ENT ~HUD_COLOUR_WHITE~不能 在线 使用
00ADD6C8	You have destroyed this vehicle's engine for some reason	你因为某种原因，损坏了这辆车的发动机 !
00ADD768	Walking Style 2	重瘸腿走路
00ADD778	Walking Style 1	轻瘸腿走路
00ADD9E0	Falling animation is disabled	坠落动作已禁用
00ADDA00	Falling animation is enabled	坠落动作已启用
00ADDA38	Settings were applied	玩家数据已应用
00ADDAA0	Power Punch Options	chong     ji     li
00ADDAD0	Enter punch strength:	输入冲击强度：
00ADDAE8	~r~Warning! Enable Manual Mode To Use It	~r~ 警告! 启用手动才能使用!
00ADDB18	Power Punch Strength	超能冲击强度
00ADDB30	Firearms	枪械武器
00ADDB40	Melee Weapons	近战武器
00ADDB50	Fists Only	仅拳脚
00ADDB60	Apply Now	立即应用
00ADDB70	Apply On Load/Respawn/Change	加载重生/切换时应用
00ADDB90	Player Data	玩家数据
00ADDBA0	Enter Punch Strength	输入冲击强度
00ADDBB8	Character Ability Stats	角色能力属性值
00ADDBD0	Health Regeneration Rate	血量自动恢复速度
00ADDBF0	Set Player Armor	设置玩家护甲
00ADDC08	Set Player Health	设置玩家血量
00ADDC20	Police Ignore You	警察无视你
00ADDC38	Max Wanted Level	最高通缉等级
00ADDC50	Freeze Wanted Level	冻结通缉等级
00ADDC68	Wanted Level Settings Options	tong  ji deng  ji she zhi 
00ADDC88	No SWAT Vehicles	无特警车辆
00ADDCA0	No Road Blocks	无路障
00ADDCB0	No Police Boats	无警用船只
00ADDCC0	No Police Helicopters	无警用直升机
00ADDCD8	Wanted Stars If Seen	被发现通缉等级
00ADDCF0	Wanted Status At	被通缉时等级
00ADDD08	Wanted Fugitive Options	tong   ji   tao   fan 
00ADDD20	Less Aggressive Police Pursuit	警察追捕力度减弱减少
00ADDD40	Fast Run	快速奔跑
00ADDD50	Fast Swim	快速游泳
00ADDD60	Player Movement Speed Options	wan   jia   yi  dong  su  du
00ADDD80	Disable Player Switching While Fugitive	当在逃犯状态时禁用角色切换
00ADDDA8	Drunk	醉酒
00ADDDB0	Running Speed:	奔跑速度
00ADDDC0	Hancock Mode	空中飞行
00ADDDD0	Super Jump	超级跳跃
00ADDDE0	Shake Camera If Shot	被射击时晃动镜头
00ADDDF8	Ragdoll If Shot	被射击时布娃
00ADDE08	No Ragdoll	布娃娃
00ADDE18	Ragdoll Options	bu  wa  wa
00ADDE28	Prison Break Options	jian yu tao tuo
00ADDE40	Shake Camera If Injured	受伤时晃动镜头  
00ADDE58	Limp If Injured	受伤瘸腿走路
00ADDE68	NPC Ragdoll If Shot	NPC被射击时布娃
00ADDE80	Time To Discharge	坐牢的时间  
00ADDE98	Number Of Stars After Escaping	越狱后获得的通缉星数
00ADDEB8	Escape Failure Payment	越狱失败惩罚款
00ADDED0	Player Imprisoned If	玩家入狱条件  
00ADDEE8	More Prisoners At Yard	监狱里更多囚犯 
00ADDF00	Peds React To Prison Clothes	行人对囚犯衣服反应 
00ADDF20	Cops React To Prison Clothes	警察对囚犯衣服反应 
00ADDF40	Hardcore Mode	极限模式 
00ADDF50	Levitation	磁悬浮
00ADDF60	Player Force Shield	玩家能量护盾
00ADDF78	Power Punch	冲击波
00ADDF88	Jedi Powers Options	chao    neng    li
00ADDFA0	Fire Proof	无燃烧伤害
00ADDFB0	No Fall Damage	无坠落伤害
00ADDFC0	Player Appearance	更改玩家外观
00ADDFD8	Player Options	wan      jia
00ADDFE8	Wanted Fugitive	通缉逃犯
00ADDFF8	Wanted Level Settings	通缉等级设置
00ADE010	Wanted Level	通缉等级
00ADE020	Add or Remove Cash	增加或减少现金
00ADE038	Player Movement Speed	玩家移动速度
00ADE050	Can Run In Apartments	可以在公寓奔跑
00ADE068	Noiseless	无噪音
00ADE078	Unlimited Ability	无限能力
00ADE090	Night Vision	开启夜视
00ADE0A0	Invisibility In Vehicle	在车内隐身
00ADE0B8	Invisibility	隐身
00ADE0C8	Ragdoll	布娃娃
00ADE0D0	Jedi Powers	超能力
00ADE0E0	Prison Break	监狱逃脱
00ADE0F0	Animations	场景动作
00ADE100	Thermal Vision	开热成像
00ADE110	Instant Respawn On Death/Arrest	死亡/被捕时,立刻重生
00ADE130	Manual Respawn	手动重生
00ADE140	Player Can Be Headshot	玩家可以被爆头
00ADE158	No Whistling For Taxi	禁吹口哨叫出租
00ADE170	Reset All Settings	重置所有选项
00ADE188	No Scuba Breathing Sound	无潜水吸氧时呼吸声
00ADE1A8	No Scuba Gear Mask	无潜水氧气面罩
00ADE1C0	First Person Death/Arrest Camera	第一人称死亡/被捕视角
00ADE1E8	Weapons	武器
00ADE1F0	Locations	传送
00ADE25C	YES	是
00ADE260	Time	时间
00ADE268	World	世界
00ADE270	Vehicles	车辆
00ADE280	Bodyguards	保镖
00ADE290	Loading settings	设置加载中
00ADE2A8	Setting up calls	正在配置
00ADE2C0	All settings reset to defaults	所有设置已重置为默认
00ADE2E0	Miscellaneous	其他选项
00ADE2F0	~HUD_COLOUR_MENU_YELLOW~ENT~HUD_COLOUR_WHITE~ ver. ~HUD_COLOUR_MENU_YELLOW~	~HUD_COLOUR_MENU_YELLOW~ENT~HUD_COLOUR_WHITE~版本~HUD_COLOUR_MENU_YELLOW~
00ADE358	Loaded settings OK	设置加载成功
00ADE370	~HUD_COLOUR_MENU_YELLOW~ENT~HUD_COLOUR_WHITE~ is initializing...	~HUD_COLOUR_MENU_YELLOW~汉化：~HUD_COLOUR_WHITE~随梦&而飞
00ADE3E8	ENT folder exists. Continuing!	ENT 文件夹已存在 继续!
00ADE420	Reading XML config...	XML 配置读取中
00ADE458	ENT couldn't open the database - exiting	ENT 无法打开数据库, 即将退出!
00ADE488	Failed to open database	无法打开数据库! 
00ADE4C0	INI config read complete	INI 配置读取完成
00ADE4E0	Reading INI config....	INI 配置读取中...
00ADE4F8	XML config read complete	XML 配置读取完成
00ADEC28	Actually saving	实时保存中
00ADEC38	Saving settings, start	开始保存设置中
00ADEC80	Trying to create storage folder	正尝试创建存储文件夹
00ADECA0	Got feature pairs	已获取功能
00ADECB8	Got generic pairs	已获取通用
00ADECD0	Save flag released	保存标志释放
00ADECE8	Temp dir created or exists	存储目录创建/存在
00ADED08	Trying to create temp folder	正尝试创建存储文件
00ADED28	Couldn't create storage dir	无法创建存储目录
00ADED48	Storage dir created or exists	存储目录已创建成功
00ADED68	Player invisible	玩家隐身了
00ADED80	Player healed	生命值已恢复
00ADEDD0	Couldn't create temp dir	无法创建临时目录
00ADEDF0	Wanted level cleared	通缉等级已清除
00ADEE08	Player no longer invisible	玩家不再隐身了
00ADEE80	General Skins	gu  shi  NPC
00ADEE90	Online NPC Skins	xian  shang  NPC
00ADEEA8	Saved Character Only	仅限已保存角色
00ADEEC0	Restore Character	恢复角色
00ADEED8	Skin Categories	jue se fen lei
00ADEEE8	Online NPCs	在线 NPCs
00ADEEF8	Using default model skin	已重置为默认皮肤
00ADEF18	Enter model skin name (e.g. csb_agent):	输入人物名称代码 (例: ig_hao )
00ADEF40	Reset Current Skin	重置当前皮肤
00ADEF58	Modify Current Skin	修改当前皮肤
00ADEF70	Change Skin	更改角色
00ADEF80	Saved Appearances	保存的外观
00ADEF98	Persistent Props	饰品永久化
00ADEFB0	Give Helmet	佩戴头盔
00ADEFC0	Randomize Head Accessories	随机头部饰品
00ADEFE0	Randomize Appearance	随机外观皮肤
00ADEFF8	Create New Skin Save	创建皮肤存档
00ADF010	Player Skin Options	wan   jia   pi  fu 
00ADF028	Auto Apply Last Saved Skin	自动应用上次保存皮肤
00ADF048	Player Model	玩家模型
00ADF058	Saved skin	已保存!
00ADF068	Saved Skin 	新皮肤
00ADF078	Apply To Player	应用此皮肤
00ADF088	Saved Skins	bao cun de
00AE47F0	Franklin's Safehouse 2	富兰克-房屋2 外
00AE4808	Franklin's Safehouse Inside	富兰克-房屋 室内
00AE4828	Franklin's Safehouse	富兰克-房屋 外
00AE4840	Trevor's Safehouse	崔佛-房屋 外
00AE4858	Michael's Safehouse Inside	迈克尔-房屋 室内
00AE4878	Michael's Safehouse	迈克尔-房屋外
00AE4890	Franklin's Safehouse 2 Inside	富兰克-房屋2 室内
00AE48B0	Trevor's Safehouse 3	崔佛-房屋3 外
00AE48C8	Trevor's Safehouse 2 Inside	崔佛-房屋2 室内
00AE48E8	Trevor's Safehouse 2	崔佛-房屋2 外
00AE4900	Trevor's Safehouse Inside	崔佛-房屋 室内
00AE4920	Airplane Graveyard	飞机拆解场
00AE4938	Aerial Tramway	空中缆车
00AE4948	Abandoned Motel	废弃汽车场
00AE4958	Trevor's Safehouse 3 Inside	崔佛-房屋3 室内
00AE4978	Bluff Tower Carpark	悬崖塔停车场
00AE4990	Beaver Bush Ranger Station	海狸丛林巡警站
00AE49B0	Arcadius Carpark	阿卡停车场
00AE49C8	Altruist Cult Camp	利他邪教营地
00AE49DC	Casino	赌场
00AE49E8	Cape Catfish Pier	卡特菲码头
00AE4A00	Calafia Train Bridge	卡拉菲火车桥
00AE4A18	Bolingbroke Penitentiary Entrance	博林布鲁克监狱门口
00AE4A40	Davis Fire Department	戴维斯消防局
00AE4A58	Chumash Historic Family Pier	丘马什历史家庭码头
00AE4A78	Chop Shop Cargoship	汽车修理货船
00AE4A90	Cayo Perico	佩里科
00AE4AA0	El Burro Heights	埃尔布高地
00AE4AB8	East Alamo View Observation Desk	东阿拉莫观景台
00AE4AE0	Devin Weston's House	韦斯顿的房子
00AE4AF8	Del Perro Pier	佩罗码头
00AE4B08	Fort Zancudo Carrier	赞库航空母舰
00AE4B20	FIB Carpark	FB停车场
00AE4B30	Far North San Andreas	圣安地列斯北部
00AE4B48	Epsilon Building Entrance	埃普西隆大楼入口
00AE4B68	Hippy Camp	露营地
00AE4B78	Grove Street	格罗夫街
00AE4B88	Golf Club	高尔夫
00AE4B98	Galilee Pier	加利码头
00AE4BA8	Junk Yard/Tank	坦克废弃di
00AE4BB8	Jolene Cranley-Evans Ghost	乔琳·克兰利-鬼魂
00AE4BD8	Hut On Island	岛上小屋
00AE4BE8	Hobo Camp	流浪汉
00AE4BF8	Marlowe Vineyards	马洛葡萄园
00AE4C0C	LSDWP	水
00AE4C18	Los Santos County Fire Department	洛圣都县消防局
00AE4C40	Lombank Carpark	银行停车场
00AE4C50	NOOSE Headquarters	反恐特警总部
00AE4C68	Mirror Park	镜公园
00AE4C78	Mineshaft	矿井
00AE4C88	Maze Bank Carpark	某银行停车
00AE4CA0	Paleto Forest Sawmill	帕莱托森林木厂
00AE4CB8	Paleto Bay Pier	帕莱托码头
00AE4CC8	Orange Ball Juice Stand	橙球果汁摊
00AE4CE0	North Yankton	北扬克顿
00AE4CF0	Sisyphus Theater Stage	西西弗剧院舞台
00AE4D08	Raton Canyon Obsevation Desk	拉顿峡谷观景台
00AE4D28	Race	赛d
00AE4D30	Playboy Mansion	某公子豪宅
00AE4D40	Subway Del Perro	佩罗地铁站
00AE4D58	Subway Burton	伯顿d铁站
00AE4D68	Stab City	某村镇
00AE4D78	Sonar Collections Dock	声纳收藏码头
00AE4D90	Subway Portola Drive	波托拉地铁站
00AE4DA8	Subway LSIA Terminal 4	机场地铁4航站楼
00AE4DC0	Subway LSIA Parking	机场地铁停车c
00AE4DD8	Subway Little Seoul	小首尔地铁站
00AE4DF0	University Of San Andreas	圣安地列斯大学
00AE4E10	Underground Exit	地下出口
00AE4E28	Underground Entrance	地下入口
00AE4E40	Two Hoots Falls	二声鸣瀑布
00AE4E50	Yellow Jack Inn	黄杰克酒馆
00AE4E60	Wind Farm Trailer Park	风力发电场公园
00AE4E78	Vinewood Bowl Theatre Stage	维尼伍德 剧院舞台
00AE4E98	Ursula's Mother Grave	乌苏拉母亲墓地
00AE4EB0	Airport Tower Roof	机场塔楼顶部
00AE4EC8	Airport Radar Tower Roof	机场雷达塔楼顶部
00AE4EE8	Airport Entrance Tower Roof	机场入口塔楼顶部
00AE4F08	1 Interstate Guide-Board	11号州公路指示牌
00AE4F28	Cargo Ship Roof	货船屋顶
00AE4F38	Building Crane Top	建筑起重机顶
00AE4F50	Bridge Pole	桥梁杆
00AE4F60	Bolingbroke Penitentiary Tower Summit	博林布鲁克监狱塔顶
00AE4F88	Drawbridge Summit	吊桥顶端
00AE4FA0	Dam Roof	坝顶
00AE4FB0	CNT Building Roof	CNT大厦屋顶
00AE4FC8	Clock Tower Building Roof	时钟塔大厦屋顶
00AE4FE8	FIB Building Roof	FIB大厦屋顶
00AE5000	Elysian Island High	埃里西岛高处
00AE5018	El Burro Heights Tank Roof	埃尔罗高地油罐顶
00AE5038	Eclipse Towers Roof	日蚀塔楼屋顶
00AE5050	Humane Labs High	人道实验室
00AE5068	Galileo Park Tower Summit	伽利略公园塔顶
00AE5088	Galileo Observatory Roof	伽利略天文台屋顶
00AE50A8	Fort Zancudo ATC Top Floor	坦库机场塔台顶层
00AE50C8	Maze Bank Arena Roof	迷宫银行屋顶
00AE50E0	Lighthouse Top Level	灯塔顶层
00AE50F8	La Puerta Tower Summit	拉普埃塔塔顶
00AE5110	IAA Building Roof	IAA大厦屋顶
00AE5128	Mt. Chiliad Summit	奇利亚德山顶
00AE5140	Mile High Club Roof	高空俱乐屋顶
00AE5158	Merryweather Dock Roof	梅里威瑟码头顶
00AE5170	Maze Bank Roof	银行屋顶
00AE5180	Palmer-Taylor Power Station Chimney	帕尔默-泰勒发电站烟囱
00AE51A8	Paleto Bay Chimney Top	帕莱托湾烟囱顶
00AE51C0	North Yankton Pollock Cinema Roof Top	北扬克顿波洛克电影院屋顶
00AE51E8	North Yankton High-Voltage Tower Top	北扬克顿高压塔顶部
00AE5210	Sandy Shores Building Site Crane	桑迪海岸建筑地起重机
00AE5238	Richards Majestic Water Tower	理查德斯克庄园水塔
00AE5258	Red Bridge Top	红桥顶部
00AE5268	Rebel Radio Tower Top	反叛电台塔顶部
00AE5280	Very Very High Up	超高的地方
00AE5298	Very High Up	非常高
00AE52A8	Tataviam Mountains Top	塔塔维安山顶
00AE52C0	Satellite Dish Antenna	卫星天线
00AE52D8	Dead Sea Monster	死海怪物
00AE52F0	Windmill Top	风车顶端
00AE5300	Weazel Plaza Apartments Roof	威泽广场公寓屋顶
00AE5320	Vinewood Sign	H莱坞标志
00AE5330	Humane Labs Tunnel	人道实验隧道
00AE5348	Dead Sea Monster 4	死海怪物 4
00AE5360	Dead Sea Monster 3	死海怪物 3
00AE5378	Dead Sea Monster 2	死海怪物 2
00AE5390	Sunken Missiles	沉没的导弹
00AE53A0	Sunken Cargo Ship	沉没的货船
00AE53B8	Sunken Armored Carrier	沉没的装甲航母
00AE53D0	Sunken Ancient Ship	沉没的古代船
00AE53E8	Sunken Plane West	沉没飞机 西N
00AE5400	Sunken Plane South East	沉没的飞机 东南
00AE5418	Sunken Plane North West	沉没的飞机 西北
00AE5430	Sunken Plane Alamo Sea	沉没的飞机 某海
00AE5448	Sunken Truck East 2	沉没卡车东部2
00AE5460	Sunken Truck East	沉没卡车东
00AE5478	Sunken Submarine	沉没潜水艇
00AE5490	Sunken Rostrum/Hull/Stern	沉没的船首/体/尾
00AE54B0	Sunken Tugboat West	沉没的拖船西
00AE54C8	Sunken Tugboat East North	沉没的拖船 东北
00AE54E8	Sunken Tugboat East	沉没的拖船东
00AE5500	Sunken Truck East 3	沉没卡车东部3
00AE5518	Sunken WW2 Tank 2	沉没的坦克2
00AE5530	Sunken WW2 Tank	沉没的坦克
00AE5540	Sunken WW2 Plane	沉没2战飞机
00AE5558	Sunken UFO	沉没 UFO
00AE5568	The Infinity Killer Body 3	无限杀手的尸体 3
00AE5588	The Infinity Killer Body 2	无限杀手的尸体 2
00AE55A8	The Infinity Killer Body 1	无限杀手的尸体 1
00AE55C8	Sunken WW2 Tank 3	沉没2战坦克3
00AE55E0	The Infinity Killer Body 7	无限杀手的尸体 7
00AE5600	The Infinity Killer Body 6	无限杀手的尸体 6
00AE5620	The Infinity Killer Body 5	无限杀手的尸体 5
00AE5640	The Infinity Killer Body 4	无限杀手的尸体 4
00AE5660	Airport Facility Interior	机场设施内部
00AE5680	Underwater Tank For Liquids	液体水下储罐
00AE56A0	Underwater Hatch	水下舱口
00AE56B8	The Infinity Killer Body 8	无限杀手的尸体 8
00AE56D8	Bahama Mamas West	巴哈马店铺
00AE56F0	Ammunation Gun Range	武器店射击场
00AE5708	Airport Facility Interior 3	机场设施内部 3
00AE5728	Airport Facility Interior 2	机场设施内部 2
00AE5748	Clucking Bell Farms Warehouse	克拉金贝尔农场仓库
00AE578C	Cinema	影院
00AE5798	Blaine County Savings Bank	布莱恩县储蓄银行
00AE5818	Epsilon Storage Room	埃普西储藏室
00AE5830	Dr. Friedlander's Office	德兰德博士办公室
00AE5850	Devin's Garage	德文车库
00AE5878	FIB Building Lobby	FIB 大楼大厅
00AE5890	FIB Building Floor 49	FIB 大楼49层
00AE58A8	FIB Building Floor 47	FIB 大楼47层
00AE58C0	FIB Building Burnt	FIB大楼烧毁区
00AE58D8	Foundry	铁厂
00AE58E0	FIB Building Top Floor	FIB 大楼顶层
00AE58F8	FIBlobbyfake	FIB场景厅
00AE5908	FIBlobby	FB大厅
00AE5928	Garment Factory (empty)	闲置空的服装厂
00AE5950	Garment Factory	某服装厂
00AE5988	Hospital (Destroyed)	医院 (被毁的)
00AE59A0	Heist Police Station	抢劫警察局
00AE59E0	Howitzer's Motor Motel Room	豪威尔汽车旅馆房间
00AE5A20	Janitor's Apartment	清洁工的公寓
00AE5A38	IAA Office	A办公室
00AE5A48	Humane Labs Upper Level	人道实验室上层
00AE5A60	Humane Labs Lower Level	人道实验室下层
00AE5A98	Life Invader Office	生活者办公室
00AE5AB0	Lester's House	莱斯特房
00AE5AC0	Morgue	尸房
00AE5AD8	Max Renda Refit	马克斯翻修
00AE5AE8	Martin Madrazo's House	马丁马德的房子
00AE5B00	Omega's Trailer Interior	欧米伽的拖车内部
00AE5B20	North Yankton Bank	北扬克顿银行
00AE5B78	O'Neil Farm	农 场
00AE5B88	Pacific Standard Bank Vault	太平洋标准银行金库
00AE5BE0	Sandy Shores Sheriff	沙滩镇警长
00AE5BF8	Rogers Salvage & Scrap	罗杰废品回收站
00AE5C10	Raven Slaughterhouse	乌鸦屠宰场
00AE5C28	Paleto Bay Sheriff	帕雷托湾警长
00AE5C40	Solomon's Office	所罗办公室
00AE5C68	Simeon's Showroom	西蒙的展厅
00AE5CA8	Split Sides West Comedy Club	西区喜剧俱乐部
00AE5CD8	Spaceship Interior	太空船内饰
00AE5CF0	Strip Club DJ Booth	脱衣舞俱乐部
00AE5D38	Stadium	体育
00AE5D48	Union Depository Corridor	联合储蓄库走廊
00AE5D68	Torture Warehouse	酷刑仓库
00AE5D80	Tequi-la-la	酒 吧 
00AE5DA8	Vangelico	珠宝店
00AE5DB8	Union Depository Vault	联合储蓄银金库
00AE5DE0	Caida Libre (no plane)	自由坠落,无飞机
00AE5DF8	Aircraft Carrier	航空母舰
00AE5E30	SS Bulker (intact)	散货船/完整
00AE5E58	Red Carpet	红地毯
00AE5E80	Train Crash Bridge	火车撞桥
00AE5E98	SS Bulker (sunk)	散货船/沉没
00AE5F24	Yacht	游T
00AE5F30	UFO Fort Zancudo	桑库多堡 UFO
00AE5F48	UFO Desert	沙漠 UFO
00AE5F58	4 Integrity Way Apt 10	诚信路4号 公寓10
00AE5F98	2 Car Garage	2车/车库
00AE5FE0	6 Car Garage	6车/车库
00AE5FF0	4 Integrity Way Apt 28	诚信路4号 公寓28
00AE6068	10 Car Garage Bay	10车位车库
00AE60B0	7302 San Andreas Avenue Apt 6	圣安地列斯7302号公寓6
00AE60D0	Biker Club Garage 1	摩托帮车库 1
00AE60E8	Benny's Garage	贝尼/车库
00AE6110	Arcadius Business Center Office: Style 1	阿卡迪商业中心/办公室/风格 1
00AE6140	Biker Warehouse: Forgery 2	摩托帮仓库/伪造 2
00AE6178	Bikers 'Lost' Safehouse	摩托车手/避难所
00AE61D0	Biker Warehouse: Money Printer 2	摩托帮仓库/钞票打印机2
00AE6248	Biker Warehouse: Money Printer 1	摩托帮仓库/钞票打印机1
00AE62B8	Brickade Acid Lab	酸性实验室
00AE6318	Biker Warehouse: Weed Farm	摩托帮仓库/大麻场
00AE6388	Casino Carpark	赌C停车场
00AE63D0	Casino Back	赌C后部
00AE6418	Casino Hotel	赌场酒店
00AE6440	Casino Garage	赌场车库
00AE6468	Casino Main Hall	赌场大厅
00AE64C0	Casino Loading Bay	赌场装卸区
00AE6510	Casino Shaft	赌电梯井
00AE6538	Casino Penthouse	赌C顶层公寓
00AE6560	Casino Vault	赌场金库
00AE65A8	Casino Utility	赌C设施区
00AE6608	CEO Garage Modshop	CEO车库改装店
00AE6620	Cayo Perico Mansion	卡约佩里科楼
00AE66A8	CEO Warehouse Basement	CEO仓库地下室
00AE66F8	CEO Warehouse	CEO仓库
00AE6708	Chop Shop Warehouse 2	拆车厂 仓库 2
00AE6760	Chop Shop Warehouse 1	拆车厂  仓库 1
00AE6778	Chop Shop Cargoship Bridge	拆车厂 货船桥
00AE6798	Davis Bail Office	保释办公室
00AE67F0	Chop Shop Warehouse 3	拆车厂 仓库 3
00AE6848	Del Perro Heights Apt 28	德尔佩罗高D公寓28
00AE68A0	Del Perro Heights Apt 27	德尔佩罗G地公寓27
00AE6908	Eclipse Towers Apt 12	日蚀大厦 公寓12
00AE6958	Eclipse Blvd Garage	日蚀大道车库
00AE6970	Executive CEO Office: Style 1	高管CEO办公室 风格 1
00AE6990	Eclipse Towers Apt 40	日蚀大厦 公寓40
00AE69D8	Eclipse Towers Apt 13	日蚀大厦 公寓13
00AE69F0	Executive CEO Office: Style 3	高管CEO办公室 风格 3
00AE6A28	Executive CEO Office: Style 2 (Messy)	高管CEO办公室 风格 2 (杂乱)
00AE6A68	Executive CEO Office: Style 5	高管CEO办公室 风格 5
00AE6AA0	Executive CEO Office: Style 4	高管CEO办公室 风格 4
00AE6AD8	Executive CEO Office: Style 7	高管CEO办公室 风格 7
00AE6B10	Executive CEO Office: Style 6	高管CEO办公室 风格 6
00AE6B48	Executive CEO Office: Style 9	高管CEO办公室 风格 9
00AE6B80	Executive CEO Office: Style 8	高管CEO办公室 风格 8
00AE6BB8	Freakshop Brickade Garage	怪胎布里凯德车库
00AE6C28	Executive Warehouse (Large)	行政仓库  (大型)
00AE6C60	Hangar	机库
00AE6CA8	Gunrunning Regular	军火走私仓库
00AE6CF8	IAA Underground Facility	IAA 地下设施  
00AE6D18	IAA Server Hub	IAA 服务器
00AE6D60	Humane Labs Lab	人道实验室
00AE6D88	Maze Bank Del Perro Office: Style 1	梅兹银行, 办公室, 风格1  
00AE6DC8	Lombank Office: Style 1	隆邦大厦办公室
00AE6DE0	Mug Shot Room	狱拍照室
00AE6DF0	Mission Row Underground Winning Garage	任务行地下改装车库  
00AE6E58	Merryweather R&D Centre	梅里韦瑟研发地  
00AE6E70	Penthouse: Style 1	顶层公寓样1  
00AE6EC0	Music Locker	音乐室 
00AE6F00	Penthouse: Style 2	顶层公寓样2  
00AE6F48	Penthouse: Style 3	顶层公寓样3  
